Iteration       Time[s]                  Time	Facet--------------0	Facet--------------1	Facet--------------2	Facet--------------3	Facet--------------4	Facet--------------5
      143       423.897              07min04s	         1.85055e-06	         1.76929e-06	         1.68982e-06	         2.66117e-06	         8.72788e-07	         8.72503e-07
      144       441.352              07min21s	         1.85085e-06	         1.76587e-06	         1.68928e-06	          2.6633e-06	         8.72556e-07	         8.73063e-07
      145       459.396              07min39s	         1.85043e-06	         1.76629e-06	         1.69084e-06	         2.66389e-06	         8.73178e-07	           8.742e-07
      146       478.045              07min58s	         1.85094e-06	          1.7685e-06	          1.6871e-06	         2.66399e-06	         8.73685e-07	         8.73348e-07
      147       497.315              08min17s	         1.85374e-06	         1.77004e-06	         1.69364e-06	         2.66703e-06	         8.73838e-07	         8.74427e-07
      148       517.222              08min37s	         1.85266e-06	         1.76938e-06	         1.69114e-06	         2.66892e-06	         8.73582e-07	          8.7356e-07
      149       537.783              08min58s	         1.85475e-06	         1.77128e-06	         1.69489e-06	         2.66958e-06	         8.75245e-07	         8.75901e-07
      150       559.015              09min19s	         1.85317e-06	          1.7702e-06	          1.6926e-06	         2.66969e-06	         8.74861e-07	         8.74004e-07
      151       580.934              09min41s	         1.85617e-06	          1.7737e-06	         1.69762e-06	         2.67298e-06	         8.75754e-07	         8.75566e-07
      152       603.559              10min04s	         1.85742e-06	         1.77516e-06	          1.6953e-06	         2.67272e-06	         8.75696e-07	         8.74842e-07
      153       626.907              10min27s	         1.85993e-06	         1.77803e-06	         1.69773e-06	         2.67381e-06	         8.77287e-07	         8.76175e-07
      154       650.996              10min51s	         1.85504e-06	         1.77365e-06	         1.69476e-06	         2.67479e-06	         8.76512e-07	         8.75299e-07
      155       675.844              11min16s	         1.86172e-06	         1.77814e-06	         1.70128e-06	         2.67801e-06	         8.77555e-07	         8.76728e-07
      156       701.471              11min41s	         1.85895e-06	         1.77408e-06	         1.69541e-06	          2.6752e-06	         8.77001e-07	         8.76967e-07
      157       727.895              12min08s	         1.86163e-06	         1.77903e-06	         1.69806e-06	         2.67864e-06	         8.77438e-07	         8.78044e-07
      158       755.136              12min35s	         1.85923e-06	         1.77577e-06	         1.69605e-06	          2.6754e-06	         8.76856e-07	         8.77429e-07
      159       783.214              13min03s	         1.86516e-06	         1.77962e-06	         1.69958e-06	         2.67935e-06	         8.78081e-07	         8.78727e-07
      160       812.149              13min32s	         1.85867e-06	         1.77509e-06	          1.6961e-06	         2.68001e-06	          8.7732e-07	          8.7789e-07
      161       841.962              14min02s	         1.86434e-06	         1.78165e-06	         1.70153e-06	         2.68209e-06	          8.7944e-07	          8.7873e-07
      162       872.672              14min33s	         1.85848e-06	         1.77755e-06	         1.69675e-06	         2.67787e-06	         8.76631e-07	          8.7763e-07
      163       904.303              15min04s	         1.86314e-06	         1.78092e-06	         1.70122e-06	         2.68188e-06	         8.80193e-07	         8.79887e-07
      164       936.874              15min37s	         1.85926e-06	         1.77697e-06	         1.69719e-06	         2.68174e-06	         8.78368e-07	          8.7832e-07
      165       970.408              16min10s	         1.86577e-06	         1.77908e-06	         1.70295e-06	         2.68532e-06	         8.80246e-07	         8.80157e-07
      166       1004.93              16min45s	         1.86444e-06	           1.783e-06	         1.70089e-06	         2.68552e-06	         8.79045e-07	         8.78879e-07
      167       1040.46              17min20s	         1.86636e-06	         1.78188e-06	         1.70265e-06	         2.68565e-06	         8.80582e-07	         8.79843e-07
      168       1077.02              17min57s	         1.86229e-06	         1.78026e-06	         1.70173e-06	         2.68569e-06	         8.79593e-07	         8.78123e-07
      169       1114.63              18min35s	         1.86842e-06	         1.78216e-06	         1.70578e-06	         2.68711e-06	         8.79855e-07	         8.81244e-07
      170       1153.32              19min13s	         1.86097e-06	         1.77915e-06	         1.69759e-06	         2.68113e-06	         8.79846e-07	         8.78935e-07
      171       1193.12              19min53s	         1.86815e-06	         1.78446e-06	         1.71103e-06	         2.68924e-06	         8.81731e-07	         8.80865e-07
      172       1234.04              20min34s	         1.86339e-06	         1.77858e-06	         1.69762e-06	         2.68439e-06	         8.78199e-07	         8.78855e-07
      173       1276.12              21min16s	         1.87024e-06	         1.78797e-06	         1.70802e-06	         2.68973e-06	         8.82515e-07	         8.82395e-07
      174       1319.37              21min59s	         1.86448e-06	         1.78161e-06	         1.70183e-06	          2.6881e-06	         8.79482e-07	         8.79124e-07
      175       1363.83              22min44s	         1.87282e-06	         1.78752e-06	         1.71198e-06	          2.6935e-06	          8.8245e-07	         8.83041e-07
      176       1409.52              23min30s	         1.86537e-06	         1.78338e-06	         1.70201e-06	         2.68648e-06	         8.79634e-07	         8.80011e-07
      177       1456.47              24min16s	         1.87084e-06	           1.787e-06	         1.70941e-06	         2.69158e-06	         8.82454e-07	         8.81812e-07
      178        1504.7              25min05s	         1.86327e-06	         1.77919e-06	         1.69736e-06	         2.68602e-06	         8.79667e-07	         8.78403e-07
      179       1554.24              25min54s	         1.87285e-06	         1.78675e-06	         1.70919e-06	         2.69304e-06	         8.84419e-07	         8.83397e-07
      180       1605.12              26min45s	         1.86547e-06	         1.78364e-06	         1.69693e-06	         2.68663e-06	         8.79018e-07	         8.79803e-07
      181       1657.37              27min37s	         1.87331e-06	         1.78755e-06	         1.71238e-06	          2.6948e-06	          8.8385e-07	         8.82787e-07
      182       1711.02              28min31s	         1.86631e-06	         1.78161e-06	         1.69799e-06	         2.68823e-06	         8.79812e-07	         8.79174e-07
      183       1766.09              29min26s	         1.87368e-06	         1.79022e-06	         1.71449e-06	         2.69535e-06	          8.8491e-07	         8.83333e-07
      184       1822.62              30min23s	         1.86587e-06	         1.78415e-06	         1.70058e-06	         2.68824e-06	         8.82437e-07	         8.79427e-07
      185       1880.64              31min21s	         1.49966e-06	         1.43682e-06	         1.37023e-06	         2.15355e-06	         7.07387e-07	         7.07565e-07
      186       1940.17              32min20s	         2.47343e-10	         2.34151e-10	         3.51862e-10	         2.47719e-10	         1.18492e-10	         1.18176e-10
      187       2001.25              33min21s	         1.81807e-10	         1.73902e-10	         2.93255e-10	         1.58678e-10	         8.83968e-11	         8.83891e-11
      188       2063.91              34min24s	         1.79958e-10	         1.72253e-10	         2.90759e-10	         1.57337e-10	         8.76473e-11	          8.7761e-11
      189       2128.19              35min28s	         1.78494e-10	         1.70941e-10	         2.88135e-10	         1.55942e-10	         8.69403e-11	          8.7034e-11
      190       2194.11              36min34s	         1.76958e-10	         1.69555e-10	         2.85879e-10	         1.54703e-10	         8.62269e-11	         8.62682e-11
      191        2261.7              37min42s	         1.75611e-10	         1.68118e-10	         2.83608e-10	         1.53507e-10	         8.55707e-11	         8.54777e-11
      192       2331.01              38min51s	          1.7403e-10	         1.66534e-10	          2.8087e-10	         1.51928e-10	         8.47854e-11	         8.47548e-11
      193       2402.06              40min02s	         1.72101e-10	         1.64965e-10	         2.78358e-10	         1.50601e-10	         8.39133e-11	          8.4041e-11
      194        2474.9              41min15s	         1.71033e-10	         1.63379e-10	         2.75894e-10	         1.49342e-10	         8.32619e-11	         8.32539e-11
      195       2549.54              42min30s	         1.69242e-10	         1.61855e-10	           2.735e-10	          1.4801e-10	         8.25251e-11	         8.24379e-11
      196       2626.04              43min46s	         1.67553e-10	         1.60183e-10	           2.708e-10	         1.46437e-10	          8.1688e-11	         8.16413e-11
      197       2704.42              45min04s	         1.65702e-10	         1.58765e-10	         2.68082e-10	         1.45049e-10	         8.09526e-11	         8.08352e-11
      198       2784.73              46min25s	         1.64037e-10	         1.57077e-10	         2.65294e-10	         1.43559e-10	         8.00571e-11	         8.00134e-11
      199          2867              47min47s	         1.62526e-10	         1.55651e-10	         2.62837e-10	         1.42354e-10	         7.92835e-11	         7.92676e-11
      200       2951.26              49min11s	         1.60955e-10	         1.54146e-10	         2.60168e-10	         1.40706e-10	         7.85145e-11	          7.8362e-11
      201       3037.56              50min38s	         1.59115e-10	         1.52493e-10	          2.5732e-10	         1.39089e-10	          7.7507e-11	         7.76325e-11
      202       3125.93              52min06s	         1.57556e-10	         1.50827e-10	         2.54712e-10	         1.37849e-10	         7.68414e-11	         7.67981e-11
      203       3216.42              53min36s	         1.55843e-10	         1.49185e-10	         2.51858e-10	         1.36195e-10	         7.58887e-11	         7.59346e-11
      204       3309.06              55min09s	         1.53866e-10	          1.4732e-10	          2.4876e-10	         1.34651e-10	         7.50486e-11	         7.51633e-11
      205       3403.89              56min44s	         1.52252e-10	         1.45826e-10	         2.46146e-10	         1.33091e-10	         7.43176e-11	         7.41803e-11
      206       3500.96              58min21s	         1.50357e-10	         1.44062e-10	         2.43209e-10	         1.31714e-10	         7.34168e-11	         7.33443e-11
